Structure file for LAMMPS generated by a MolSSI flowchart
      1000 atoms
         1 atom types
0.0 40.480701839287065 xlo xhi
0.0 40.480701839287065 ylo yhi
0.0 40.480701839287065 zlo zhi

Atoms

     1      1      1  0.000   16.3200000    7.8610000   32.1240000
     2      1      1  0.000   23.6390000   30.3500000   12.1940000
     3      1      1  0.000   11.3000000   12.7200000   20.3560000
     4      1      1  0.000   11.4320000   34.3840000    0.9130000
     5      1      1  0.000   25.5670000   29.9020000   27.7480000
     6      1      1  0.000    1.7830000   12.9880000   34.8510000
     7      1      1  0.000    2.0020000   29.4580000   27.5530000
     8      1      1  0.000   36.2630000   24.8970000    6.8750000
     9      1      1  0.000   22.3470000   19.2510000   19.0890000
    10      1      1  0.000   15.6410000    1.5820000    2.2060000
    11      1      1  0.000   17.0700000    1.1660000    3.9730000
    12      1      1  0.000   19.7990000   11.0220000   18.4840000
    13      1      1  0.000   36.7830000   36.1510000    5.4990000
    14      1      1  0.000   34.1360000   17.9540000    1.8200000
    15      1      1  0.000   23.0210000   33.2640000   29.2430000
    16      1      1  0.000   26.9690000   27.7300000   30.8730000
    17      1      1  0.000   38.1770000   32.7560000   18.0370000
    18      1      1  0.000   13.2200000   10.2700000   26.5580000
    19      1      1  0.000   36.6220000   29.2650000    4.7450000
    20      1      1  0.000   28.0760000   32.9030000    0.8230000
    21      1      1  0.000   18.5360000    8.2840000    3.3900000
    22      1      1  0.000   11.4400000   23.9470000    6.6040000
    23      1      1  0.000   12.7210000   35.6500000    3.8100000
    24      1      1  0.000    9.9010000   23.1060000   28.0160000
    25      1      1  0.000   33.6710000    3.7640000   37.5930000
    26      1      1  0.000   29.8730000   28.9670000   31.0480000
    27      1      1  0.000   16.2250000   29.2350000    0.4620000
    28      1      1  0.000   21.2880000   25.0730000   29.0800000
    29      1      1  0.000   15.4100000    3.6810000   20.5570000
    30      1      1  0.000   28.3070000   27.1150000   16.6430000
    31      1      1  0.000   14.9030000    2.7640000   13.4730000
    32      1      1  0.000   36.5070000   34.5380000   28.8470000
    33      1      1  0.000    1.1690000   17.2110000   31.3960000
    34      1      1  0.000   26.2120000   34.2880000    9.1120000
    35      1      1  0.000   30.6370000   23.0350000   17.0240000
    36      1      1  0.000    5.4840000   15.0580000    7.1910000
    37      1      1  0.000   19.2970000    0.0920000    1.8580000
    38      1      1  0.000   28.2790000   31.1290000    5.1320000
    39      1      1  0.000   33.2140000   35.4620000   33.8510000
    40      1      1  0.000   22.2750000    5.3310000   11.2660000
    41      1      1  0.000   29.3680000   23.7490000   12.2730000
    42      1      1  0.000   21.2060000    4.7760000   22.7570000
    43      1      1  0.000   32.3770000   33.1930000   36.9600000
    44      1      1  0.000   15.0390000   23.0800000   37.3050000
    45      1      1  0.000   28.8060000   14.7360000   14.1240000
    46      1      1  0.000   16.8630000   14.1900000    3.7350000
    47      1      1  0.000   15.2600000   28.2200000   27.7130000
    48      1      1  0.000   14.0150000   21.1530000   14.7370000
    49      1      1  0.000    4.6940000    8.7300000   20.5260000
    50      1      1  0.000    9.5590000    1.8440000   34.8710000
    51      1      1  0.000   35.8170000   20.6060000   33.3210000
    52      1      1  0.000   30.9420000   18.4810000   27.3550000
    53      1      1  0.000   25.3810000   20.4520000   11.3830000
    54      1      1  0.000   30.4320000   24.5090000   36.0830000
    55      1      1  0.000   38.2580000    7.9200000    5.0010000
