# Time-averaged data for fix 3
tstep t T P density a b c Etot Eke Epe Epair
19050 176200 128.689 110.052 1.19417 38.1544 38.1544 38.1544 -744.877 383.213 -1128.09 -1128.09
19075 176300 132.1 165.53 1.21027 37.9845 37.9845 37.9845 -746.212 393.372 -1139.58 -1139.58
19100 176400 123.3 163.508 1.2171 37.9132 37.9132 37.9132 -775.618 367.166 -1142.78 -1142.78
19125 176500 124.042 129.291 1.21613 37.9233 37.9233 37.9233 -776.137 369.377 -1145.51 -1145.51
19150 176600 133.701 69.2202 1.21288 37.9572 37.9572 37.9572 -757.404 398.139 -1155.54 -1155.54
19175 176700 129.846 107.111 1.21246 37.9616 37.9616 37.9616 -760.243 386.66 -1146.9 -1146.9
19200 176800 126.712 117.928 1.21179 37.9686 37.9686 37.9686 -766.66 377.327 -1143.99 -1143.99
19225 176900 131.872 103.301 1.2094 37.9936 37.9936 37.9936 -752.072 392.692 -1144.76 -1144.76
19250 177000 135.254 108.592 1.20672 38.0216 38.0216 38.0216 -738.353 402.763 -1141.12 -1141.12
19275 177100 127.878 120.292 1.20341 38.0566 38.0566 38.0566 -752.295 380.799 -1133.09 -1133.09
19300 177200 126.735 92.7495 1.19852 38.1082 38.1082 38.1082 -755.262 377.395 -1132.66 -1132.66
19325 177300 135.145 92.1312 1.19465 38.1493 38.1493 38.1493 -729.146 402.438 -1131.58 -1131.58
19350 177400 137.584 99.166 1.19188 38.1788 38.1788 38.1788 -718.752 409.703 -1128.46 -1128.46
19375 177500 130.854 86.5395 1.18924 38.2071 38.2071 38.2071 -735.743 389.66 -1125.4 -1125.4
19400 177600 126.533 85.3194 1.1878 38.2225 38.2225 38.2225 -744.704 376.794 -1121.5 -1121.5
19425 177700 132.816 45.9908 1.18866 38.2133 38.2133 38.2133 -737.791 395.503 -1133.29 -1133.29
19450 177800 131.62 87.2823 1.19449 38.1511 38.1511 38.1511 -739.728 391.943 -1131.67 -1131.67
19475 177900 124.639 125.642 1.20179 38.0736 38.0736 38.0736 -759.682 371.155 -1130.84 -1130.84
19500 178000 126.409 155.608 1.20614 38.0278 38.0278 38.0278 -755.05 376.423 -1131.47 -1131.47
19525 178100 133.564 149.197 1.20441 38.046 38.046 38.046 -734.541 397.731 -1132.27 -1132.27
19550 178200 130.624 112.756 1.19758 38.1182 38.1182 38.1182 -739.081 388.976 -1128.06 -1128.06
19575 178300 126.707 91.1789 1.18943 38.2051 38.2051 38.2051 -743.03 377.313 -1120.34 -1120.34
19600 178400 129.722 81.4083 1.18206 38.2842 38.2842 38.2842 -727.875 386.291 -1114.17 -1114.17
19625 178500 133.836 63.4349 1.17676 38.3417 38.3417 38.3417 -714.343 398.54 -1112.88 -1112.88
19650 178600 130.803 63.0471 1.17529 38.3577 38.3577 38.3577 -720.788 389.509 -1110.3 -1110.3
19675 178700 127.77 98.5188 1.17772 38.3312 38.3312 38.3312 -726.227 380.477 -1106.7 -1106.7
19700 178800 130.947 117.99 1.18047 38.3015 38.3015 38.3015 -719.2 389.938 -1109.14 -1109.14
19725 178900 136.671 138.921 1.18105 38.2952 38.2952 38.2952 -702.092 406.983 -1109.07 -1109.07
19750 179000 132.787 117.607 1.17785 38.3299 38.3299 38.3299 -712.473 395.418 -1107.89 -1107.89
19775 179100 123.309 95.5902 1.17209 38.3925 38.3925 38.3925 -731.928 367.193 -1099.12 -1099.12
19800 179200 130.883 37.826 1.16712 38.4469 38.4469 38.4469 -717.525 389.746 -1107.27 -1107.27
19825 179300 134.171 37.5349 1.16842 38.4327 38.4327 38.4327 -712.131 399.539 -1111.67 -1111.67
19850 179400 126.383 128.385 1.17596 38.3503 38.3503 38.3503 -724.547 376.346 -1100.89 -1100.89
19875 179500 130.809 118.017 1.18212 38.2836 38.2836 38.2836 -721.955 389.527 -1111.48 -1111.48
19900 179600 141.52 98.5318 1.18652 38.2362 38.2362 38.2362 -701.118 421.422 -1122.54 -1122.54
19925 179700 133.319 116.176 1.19101 38.1882 38.1882 38.1882 -721.964 397.001 -1118.96 -1118.96
19950 179800 127.578 119.172 1.1944 38.1519 38.1519 38.1519 -739.529 379.905 -1119.43 -1119.43
19975 179900 128.326 131.496 1.19581 38.1369 38.1369 38.1369 -737.33 382.132 -1119.46 -1119.46
20000 180000 133.319 117.266 1.19402 38.1561 38.1561 38.1561 -725.329 397.001 -1122.33 -1122.33
20025 180100 130.562 104.775 1.18971 38.202 38.202 38.202 -728.002 388.79 -1116.79 -1116.79
20050 180200 125.717 39.3916 1.18431 38.26 38.26 38.26 -745.458 374.365 -1119.82 -1119.82
20075 180300 126.284 11.3889 1.18446 38.2584 38.2584 38.2584 -749.742 376.052 -1125.79 -1125.79
20100 180400 133.568 110.787 1.19451 38.1508 38.1508 38.1508 -726.173 397.741 -1123.91 -1123.91
20125 180500 135.051 210.246 1.20651 38.0239 38.0239 38.0239 -721.569 402.158 -1123.73 -1123.73
20150 180600 131.398 200.6 1.20849 38.0031 38.0031 38.0031 -736.028 391.282 -1127.31 -1127.31
20175 180700 132.244 67.169 1.19985 38.0941 38.0941 38.0941 -747.943 393.799 -1141.74 -1141.74
20200 180800 125.76 53.0649 1.19223 38.1751 38.1751 38.1751 -756.654 374.491 -1131.14 -1131.14
20225 180900 125.943 98.8955 1.18855 38.2145 38.2145 38.2145 -742.773 375.037 -1117.81 -1117.81
20250 181000 129.942 102.713 1.18501 38.2525 38.2525 38.2525 -726.948 386.945 -1113.89 -1113.89
20275 181100 132.302 64.6571 1.18102 38.2955 38.2955 38.2955 -723.642 393.974 -1117.62 -1117.62
20300 181200 128.478 71.3245 1.18012 38.3052 38.3052 38.3052 -731.746 382.585 -1114.33 -1114.33
20325 181300 126.767 79.369 1.18272 38.2772 38.2772 38.2772 -739.718 377.491 -1117.21 -1117.21
20350 181400 130.885 100.916 1.18783 38.2222 38.2222 38.2222 -731.934 389.753 -1121.69 -1121.69
20375 181500 136.292 129.681 1.19324 38.1643 38.1643 38.1643 -718.563 405.854 -1124.42 -1124.42
20400 181600 128.926 142.237 1.19542 38.1411 38.1411 38.1411 -735.996 383.92 -1119.92 -1119.92
20425 181700 127.044 90.5301 1.19332 38.1634 38.1634 38.1634 -746.825 378.314 -1125.14 -1125.14
20450 181800 129.652 69.2082 1.19166 38.1812 38.1812 38.1812 -740.541 386.082 -1126.62 -1126.62
20475 181900 134.173 39.1932 1.19366 38.1598 38.1598 38.1598 -736.259 399.544 -1135.8 -1135.8
20500 182000 125.877 110.071 1.20148 38.0769 38.0769 38.0769 -752.669 374.839 -1127.51 -1127.51
20525 182100 118.908 122.836 1.20958 37.9917 37.9917 37.9917 -779.312 354.087 -1133.4 -1133.4
20550 182200 128.201 106.044 1.21586 37.9262 37.9262 37.9262 -768.269 381.762 -1150.03 -1150.03
20575 182300 132.064 210.694 1.22033 37.8798 37.8798 37.8798 -745.455 393.265 -1138.72 -1138.72
20600 182400 131.871 170.277 1.21383 37.9473 37.9473 37.9473 -746.031 392.689 -1138.72 -1138.72
20625 182500 128.051 62.3902 1.19939 38.0989 38.0989 38.0989 -756.535 381.313 -1137.85 -1137.85
20650 182600 124.341 11.054 1.18869 38.213 38.213 38.213 -761.16 370.266 -1131.43 -1131.43
20675 182700 132.135 36.9328 1.18719 38.229 38.229 38.229 -734.412 393.477 -1127.89 -1127.89
20700 182800 134.036 72.4059 1.19278 38.1692 38.1692 38.1692 -731.163 399.138 -1130.3 -1130.3
20725 182900 128.709 126.804 1.20114 38.0804 38.0804 38.0804 -745.637 383.273 -1128.91 -1128.91
20750 183000 130.12 109.793 1.20759 38.0125 38.0125 38.0125 -753.005 387.476 -1140.48 -1140.48
20775 183100 129.25 112.51 1.21259 37.9603 37.9603 37.9603 -760.259 384.883 -1145.14 -1145.14
20800 183200 122.868 104.073 1.21629 37.9217 37.9217 37.9217 -782.577 365.879 -1148.46 -1148.46
20825 183300 123.174 119.978 1.21921 37.8914 37.8914 37.8914 -782.995 366.791 -1149.79 -1149.79
20850 183400 130.097 161.699 1.2198 37.8853 37.8853 37.8853 -759.312 387.408 -1146.72 -1146.72
20875 183500 130.28 148.388 1.21396 37.9459 37.9459 37.9459 -753.897 387.951 -1141.85 -1141.85
20900 183600 130.728 80.3337 1.20292 38.0617 38.0617 38.0617 -750.988 389.285 -1140.27 -1140.27
20925 183700 130.079 36.0458 1.19382 38.1581 38.1581 38.1581 -749.149 387.354 -1136.5 -1136.5
20950 183800 129.314 54.3564 1.19145 38.1835 38.1835 38.1835 -746.359 385.074 -1131.43 -1131.43
20975 183900 131.883 109.221 1.19379 38.1585 38.1585 38.1585 -734.372 392.725 -1127.1 -1127.1
21000 184000 134.941 125.003 1.19541 38.1412 38.1412 38.1412 -727.089 401.83 -1128.92 -1128.92
21025 184100 127.022 124.362 1.19446 38.1513 38.1513 38.1513 -748.015 378.25 -1126.27 -1126.27
21050 184200 122.081 157.043 1.19004 38.1985 38.1985 38.1985 -750.292 363.537 -1113.83 -1113.83
21075 184300 127.201 113.711 1.17974 38.3093 38.3093 38.3093 -731.867 378.782 -1110.65 -1110.65
21100 184400 128.682 80.0088 1.16704 38.4478 38.4478 38.4478 -717.047 383.193 -1100.24 -1100.24
21125 184500 132.011 32.1819 1.15632 38.5663 38.5663 38.5663 -704.103 393.106 -1097.21 -1097.21
21150 184600 129.663 45.9514 1.15239 38.61 38.61 38.61 -701.845 386.114 -1087.96 -1087.96
21175 184700 130.19 74.0044 1.15462 38.5852 38.5852 38.5852 -698.743 387.683 -1086.43 -1086.43
21200 184800 136.481 71.2427 1.16052 38.5197 38.5197 38.5197 -691.657 406.417 -1098.07 -1098.07
21225 184900 127.091 134.426 1.16905 38.4258 38.4258 38.4258 -711.76 378.455 -1090.22 -1090.22
21250 185000 130.336 93.7242 1.17561 38.3541 38.3541 38.3541 -717.842 388.117 -1105.96 -1105.96
21275 185100 130.34 104.306 1.18228 38.2819 38.2819 38.2819 -721.751 388.132 -1109.88 -1109.88
21300 185200 126.442 107.679 1.18934 38.206 38.206 38.206 -739.784 376.522 -1116.31 -1116.31
21325 185300 125.412 109.616 1.19593 38.1357 38.1357 38.1357 -750.094 373.455 -1123.55 -1123.55
21350 185400 132.654 153.399 1.20162 38.0754 38.0754 38.0754 -731.058 395.021 -1126.08 -1126.08
21375 185500 135.965 192.701 1.20163 38.0753 38.0753 38.0753 -715.482 404.879 -1120.36 -1120.36
21400 185600 131.728 110.435 1.1919 38.1787 38.1787 38.1787 -728.342 392.263 -1120.6 -1120.6
21425 185700 130.066 13.2526 1.17993 38.3073 38.3073 38.3073 -734.563 387.313 -1121.88 -1121.88
21450 185800 127.55 7.79105 1.17603 38.3496 38.3496 38.3496 -736.773 379.823 -1116.6 -1116.6
21475 185900 131.406 66.4034 1.18191 38.2859 38.2859 38.2859 -724.07 391.304 -1115.37 -1115.37
21500 186000 137.833 113.395 1.19278 38.1693 38.1693 38.1693 -715.153 410.443 -1125.6 -1125.6
21525 186100 127.937 188.222 1.20283 38.0626 38.0626 38.0626 -740.153 380.974 -1121.13 -1121.13
21550 186200 129.262 174.548 1.20408 38.0495 38.0495 38.0495 -739.969 384.92 -1124.89 -1124.89
21575 186300 134.729 48.1533 1.19829 38.1107 38.1107 38.1107 -741.422 401.2 -1142.62 -1142.62
21600 186400 122.691 94.7837 1.1958 38.1371 38.1371 38.1371 -759.851 365.354 -1125.21 -1125.21
21625 186500 129.011 81.5589 1.1948 38.1477 38.1477 38.1477 -747.121 384.172 -1131.29 -1131.29
21650 186600 132.911 76.8117 1.19552 38.1401 38.1401 38.1401 -739.861 395.785 -1135.65 -1135.65
21675 186700 129.818 107.261 1.19862 38.1071 38.1071 38.1071 -746.614 386.576 -1133.19 -1133.19
21700 186800 128.965 109.386 1.20164 38.0752 38.0752 38.0752 -751.594 384.036 -1135.63 -1135.63
21725 186900 129.187 111.712 1.20388 38.0516 38.0516 38.0516 -752.425 384.698 -1137.12 -1137.12
21750 187000 130.748 127.215 1.20504 38.0394 38.0394 38.0394 -747.352 389.345 -1136.7 -1136.7
21775 187100 130.36 161.445 1.20257 38.0653 38.0653 38.0653 -739.238 388.189 -1127.43 -1127.43
21800 187200 130.024 154.254 1.19266 38.1705 38.1705 38.1705 -729.397 387.188 -1116.58 -1116.58
21825 187300 133.007 69.2405 1.17586 38.3514 38.3514 38.3514 -716.509 396.073 -1112.58 -1112.58
21850 187400 131.223 23.0744 1.16039 38.5211 38.5211 38.5211 -707.94 390.759 -1098.7 -1098.7
21875 187500 134.732 -8.77512 1.15349 38.5977 38.5977 38.5977 -698.259 401.208 -1099.47 -1099.47
21900 187600 128.206 83.7851 1.15716 38.557 38.557 38.557 -703.506 381.775 -1085.28 -1085.28
21925 187700 129.51 96.7637 1.16379 38.4836 38.4836 38.4836 -708.794 385.658 -1094.45 -1094.45
21950 187800 129.793 119.906 1.1706 38.4088 38.4088 38.4088 -712.568 386.502 -1099.07 -1099.07
21975 187900 127.863 124.717 1.1754 38.3564 38.3564 38.3564 -720.817 380.754 -1101.57 -1101.57
22000 188000 129.577 73.3599 1.17843 38.3235 38.3235 38.3235 -728.369 385.858 -1114.23 -1114.23
22025 188100 126.374 90.3294 1.18365 38.2671 38.2671 38.2671 -738.062 376.319 -1114.38 -1114.38
22050 188200 128.642 139.343 1.18971 38.2021 38.2021 38.2021 -730.518 383.073 -1113.59 -1113.59
22075 188300 138.08 128.964 1.19214 38.1761 38.1761 38.1761 -710.934 411.18 -1122.11 -1122.11
22100 188400 132.877 90.8627 1.19142 38.1838 38.1838 38.1838 -730.239 395.686 -1125.92 -1125.92
22125 188500 126.649 115.808 1.19111 38.187 38.187 38.187 -741.312 377.139 -1118.45 -1118.45
22150 188600 130.168 112.698 1.18913 38.2083 38.2083 38.2083 -731.166 387.619 -1118.78 -1118.78
22175 188700 133.803 87.3062 1.18571 38.245 38.245 38.245 -723.499 398.442 -1121.94 -1121.94
22200 188800 126.058 110.62 1.18256 38.2789 38.2789 38.2789 -734.496 375.379 -1109.87 -1109.87
22225 188900 126.857 62.5829 1.17879 38.3196 38.3196 38.3196 -737.317 377.759 -1115.08 -1115.08
22250 189000 130.255 113.498 1.17767 38.3318 38.3318 38.3318 -716.401 387.876 -1104.28 -1104.28
22275 189100 136.255 83.3082 1.17587 38.3513 38.3513 38.3513 -705.039 405.744 -1110.78 -1110.78
22300 189200 131.4 42.2318 1.17576 38.3525 38.3525 38.3525 -725.652 391.287 -1116.94 -1116.94
22325 189300 128.128 79.6973 1.18177 38.2874 38.2874 38.2874 -736.479 381.542 -1118.02 -1118.02
22350 189400 127.888 178.239 1.19077 38.1907 38.1907 38.1907 -730.759 380.828 -1111.59 -1111.59
22375 189500 135.694 172.824 1.19335 38.1631 38.1631 38.1631 -715.363 404.074 -1119.44 -1119.44
22400 189600 132.261 90.3295 1.18799 38.2205 38.2205 38.2205 -731.874 393.851 -1125.72 -1125.72
22425 189700 124.965 51.4784 1.18197 38.2853 38.2853 38.2853 -749.341 372.124 -1121.46 -1121.46
22450 189800 129.072 61.3171 1.1803 38.3033 38.3033 38.3033 -735.524 384.354 -1119.88 -1119.88
22475 189900 133.785 93.2509 1.18303 38.2738 38.2738 38.2738 -722.694 398.39 -1121.08 -1121.08
22500 190000 130.055 141.721 1.18659 38.2355 38.2355 38.2355 -728.639 387.283 -1115.92 -1115.92
22525 190100 123.378 156.296 1.18577 38.2443 38.2443 38.2443 -740.534 367.398 -1107.93 -1107.93
22550 190200 133.042 63.9377 1.17978 38.309 38.309 38.309 -723.869 396.175 -1120.04 -1120.04
22575 190300 134.809 53.3724 1.17638 38.3458 38.3458 38.3458 -714.733 401.438 -1116.17 -1116.17
22600 190400 128.091 73.8857 1.17803 38.3279 38.3279 38.3279 -729.814 381.433 -1111.25 -1111.25
22625 190500 126.959 115.68 1.18263 38.2781 38.2781 38.2781 -731.473 378.063 -1109.54 -1109.54
22650 190600 130.22 146.205 1.1858 38.244 38.244 38.244 -721.629 387.773 -1109.4 -1109.4
22675 190700 131.451 125.611 1.18421 38.261 38.261 38.261 -720.198 391.439 -1111.64 -1111.64
22700 190800 130.805 77.3582 1.18001 38.3064 38.3064 38.3064 -726.828 389.514 -1116.34 -1116.34
22725 190900 127.95 59.3177 1.17763 38.3322 38.3322 38.3322 -735.816 381.014 -1116.83 -1116.83
22750 191000 126.641 94.0514 1.17899 38.3175 38.3175 38.3175 -733.353 377.116 -1110.47 -1110.47
22775 191100 136.254 116.586 1.18165 38.2887 38.2887 38.2887 -707.216 405.742 -1112.96 -1112.96
22800 191200 130.891 151.118 1.18225 38.2822 38.2822 38.2822 -713.746 389.771 -1103.52 -1103.52
22825 191300 129.906 75.2522 1.17821 38.326 38.326 38.326 -726.67 386.838 -1113.51 -1113.51
22850 191400 127.028 59.1307 1.17583 38.3517 38.3517 38.3517 -736.495 378.269 -1114.76 -1114.76
22875 191500 126.999 100.472 1.17777 38.3307 38.3307 38.3307 -733.16 378.183 -1111.34 -1111.34
22900 191600 133.855 166.594 1.17943 38.3127 38.3127 38.3127 -706.037 398.597 -1104.63 -1104.63
22925 191700 130.832 169.387 1.17381 38.3738 38.3738 38.3738 -704.059 389.596 -1093.66 -1093.66
22950 191800 132.003 20.5356 1.16142 38.5097 38.5097 38.5097 -713.569 393.081 -1106.65 -1106.65
22975 191900 122.827 18.2944 1.15532 38.5774 38.5774 38.5774 -730.05 365.756 -1095.81 -1095.81
23000 192000 127.772 64.2535 1.15785 38.5492 38.5492 38.5492 -712.618 380.482 -1093.1 -1093.1
23025 192100 134.224 78.3636 1.16511 38.469 38.469 38.469 -702.508 399.695 -1102.2 -1102.2
23050 192200 130.863 120.027 1.1752 38.3586 38.3586 38.3586 -716.513 389.688 -1106.2 -1106.2
23075 192300 127.162 166.159 1.18345 38.2693 38.2693 38.2693 -727.265 378.666 -1105.93 -1105.93
23100 192400 130.92 140.035 1.18533 38.249 38.249 38.249 -723.679 389.857 -1113.54 -1113.54
23125 192500 133.92 100.322 1.18279 38.2764 38.2764 38.2764 -720.573 398.79 -1119.36 -1119.36
23150 192600 125.682 103.384 1.17895 38.3179 38.3179 38.3179 -736.771 374.258 -1111.03 -1111.03
23175 192700 125.326 80.3165 1.17479 38.3631 38.3631 38.3631 -737.312 373.198 -1110.51 -1110.51
23200 192800 131.186 99.2794 1.17229 38.3903 38.3903 38.3903 -715.243 390.65 -1105.89 -1105.89
23225 192900 130.436 120.647 1.16951 38.4207 38.4207 38.4207 -708.056 388.418 -1096.47 -1096.47
23250 193000 132.757 48.8033 1.16496 38.4707 38.4707 38.4707 -708.753 395.327 -1104.08 -1104.08
23275 193100 126.713 26.3956 1.16537 38.4661 38.4661 38.4661 -727.204 377.329 -1104.53 -1104.53
23300 193200 123.648 75.2332 1.17374 38.3745 38.3745 38.3745 -734.571 368.203 -1102.77 -1102.77
23325 193300 134.19 120.26 1.18636 38.2379 38.2379 38.2379 -715.141 399.595 -1114.74 -1114.74
23350 193400 132.544 196.808 1.19791 38.1146 38.1146 38.1146 -720.332 394.694 -1115.03 -1115.03
23375 193500 127.909 207.409 1.19986 38.0941 38.0941 38.0941 -733.418 380.89 -1114.31 -1114.31
23400 193600 129.712 93.6001 1.19065 38.192 38.192 38.192 -738.455 386.259 -1124.71 -1124.71
23425 193700 128.994 17.8779 1.18109 38.2947 38.2947 38.2947 -741.38 384.122 -1125.5 -1125.5
23450 193800 126.04 50.8727 1.17927 38.3144 38.3144 38.3144 -739.681 375.326 -1115.01 -1115.01
23475 193900 133.848 100.667 1.18283 38.276 38.276 38.276 -715.632 398.577 -1114.21 -1114.21
23500 194000 132.501 144.689 1.18704 38.2306 38.2306 38.2306 -717.662 394.564 -1112.23 -1112.23
23525 194100 126.846 163.239 1.18631 38.2385 38.2385 38.2385 -728.146 377.727 -1105.87 -1105.87
23550 194200 132.024 64.3926 1.17945 38.3125 38.3125 38.3125 -725.807 393.144 -1118.95 -1118.95
23575 194300 128.672 23.4173 1.17511 38.3596 38.3596 38.3596 -735.593 383.164 -1118.76 -1118.76
23600 194400 123.965 33.5886 1.17881 38.3194 38.3194 38.3194 -749.003 369.147 -1118.15 -1118.15
23625 194500 131.223 90.4459 1.1906 38.1925 38.1925 38.1925 -732.917 390.76 -1123.68 -1123.68
23650 194600 135.178 163.898 1.20486 38.0413 38.0413 38.0413 -724.968 402.538 -1127.51 -1127.51
23675 194700 131.224 178.819 1.21366 37.9491 37.9491 37.9491 -741.994 390.763 -1132.76 -1132.76
23700 194800 131.657 109.895 1.21456 37.9397 37.9397 37.9397 -753.22 392.051 -1145.27 -1145.27
23725 194900 129.521 82.5622 1.2139 37.9466 37.9466 37.9466 -762.105 385.691 -1147.8 -1147.8
23750 195000 128.18 97.4351 1.21477 37.9375 37.9375 37.9375 -764.535 381.699 -1146.23 -1146.23
23775 195100 131.602 129.973 1.2159 37.9258 37.9258 37.9258 -752.76 391.887 -1144.65 -1144.65
23800 195200 135.489 195.904 1.21315 37.9544 37.9544 37.9544 -728.781 403.464 -1132.25 -1132.25
23825 195300 130.946 150.187 1.19923 38.1007 38.1007 38.1007 -731.574 389.935 -1121.51 -1121.51
23850 195400 124.558 -1.18092 1.17825 38.3255 38.3255 38.3255 -749.662 370.913 -1120.58 -1120.58
23875 195500 120.808 -79.5021 1.16665 38.4521 38.4521 38.4521 -760.651 359.745 -1120.4 -1120.4
23900 195600 129.878 11.7926 1.17325 38.3799 38.3799 38.3799 -730.849 386.754 -1117.6 -1117.6
23925 195700 133.56 137.89 1.19031 38.1956 38.1956 38.1956 -722.996 397.719 -1120.71 -1120.71
23950 195800 129.099 237.021 1.20341 38.0565 38.0565 38.0565 -733.589 384.436 -1118.02 -1118.02
23975 195900 129.113 164.084 1.20306 38.0602 38.0602 38.0602 -746.08 384.477 -1130.56 -1130.56
24000 196000 127.472 74.4058 1.19568 38.1383 38.1383 38.1383 -754.699 379.589 -1134.29 -1134.29
24025 196100 127.102 55.5122 1.1908 38.1903 38.1903 38.1903 -750.507 378.488 -1129 -1129
24050 196200 135.628 61.327 1.19093 38.189 38.189 38.189 -726.244 403.878 -1130.12 -1130.12
24075 196300 132.355 81.47 1.19497 38.1459 38.1459 38.1459 -733.676 394.13 -1127.81 -1127.81
24100 196400 128.895 78.1572 1.20103 38.0816 38.0816 38.0816 -749.997 383.827 -1133.82 -1133.82
24125 196500 130.085 92.8029 1.20867 38.0012 38.0012 38.0012 -754.41 387.371 -1141.78 -1141.78
24150 196600 130.238 130.856 1.21594 37.9253 37.9253 37.9253 -757.2 387.826 -1145.03 -1145.03
24175 196700 128.369 142.186 1.21927 37.8908 37.8908 37.8908 -765.694 382.261 -1147.95 -1147.95
24200 196800 121.447 107.387 1.21829 37.9009 37.9009 37.9009 -789.268 361.65 -1150.92 -1150.92
24225 196900 126.746 101.652 1.21651 37.9195 37.9195 37.9195 -774.642 377.426 -1152.07 -1152.07
24250 197000 130.08 129.982 1.21475 37.9377 37.9377 37.9377 -758.448 387.357 -1145.81 -1145.81
24275 197100 131.47 115.448 1.21051 37.982 37.982 37.982 -752.543 391.494 -1144.04 -1144.04
24300 197200 130.019 99.3333 1.20528 38.0368 38.0368 38.0368 -754.136 387.174 -1141.31 -1141.31
24325 197300 125.785 91.4031 1.20078 38.0843 38.0843 38.0843 -762.457 374.566 -1137.02 -1137.02
24350 197400 129.644 78.8112 1.1978 38.1158 38.1158 38.1158 -753.585 386.058 -1139.64 -1139.64
24375 197500 132.184 136.723 1.19674 38.1271 38.1271 38.1271 -736.332 393.621 -1129.95 -1129.95
24400 197600 131.244 141.029 1.19235 38.1738 38.1738 38.1738 -731.495 390.824 -1122.32 -1122.32
24425 197700 131.375 59.7827 1.18506 38.2519 38.2519 38.2519 -736.015 391.214 -1127.23 -1127.23
24450 197800 122.618 48.7815 1.18179 38.2872 38.2872 38.2872 -755.054 365.134 -1120.19 -1120.19
24475 197900 130.119 38.5804 1.18461 38.2568 38.2568 38.2568 -742.678 387.474 -1130.15 -1130.15
24500 198000 132.683 135.541 1.19262 38.1709 38.1709 38.1709 -729.242 395.108 -1124.35 -1124.35
24525 198100 130.42 178.916 1.1969 38.1254 38.1254 38.1254 -733.18 388.369 -1121.55 -1121.55
24550 198200 128.507 154.068 1.19284 38.1686 38.1686 38.1686 -736.457 382.672 -1119.13 -1119.13
