# Time-averaged data for fix 3
tstep t T P Etot Eke Epe Epair
9975 39900 128.35 11.5989 -559.46 382.204 -941.665 -941.665
10000 40000 129.5 -49.5685 -570.159 385.627 -955.786 -955.786
10025 40100 125.855 -57.9288 -580.711 374.774 -955.485 -955.485
10050 40200 124.37 -31.2263 -578.02 370.352 -948.372 -948.372
10075 40300 135.486 -44.8787 -552.807 403.455 -956.262 -956.262
10100 40400 129.942 -19.1844 -561.057 386.945 -948.002 -948.002
10125 40500 127.43 -28.4529 -570.369 379.465 -949.835 -949.835
10150 40600 131.325 -55.2896 -566.086 391.062 -957.148 -957.148
10175 40700 134.81 -45.6834 -554.488 401.441 -955.929 -955.929
10200 40800 132.447 -49.8674 -562.74 394.404 -957.144 -957.144
10225 40900 125.63 -54.8185 -581.7 374.105 -955.805 -955.805
10250 41000 127.631 -44.3554 -574.718 380.063 -954.78 -954.78
10275 41100 131.907 -19.2486 -558.139 392.795 -950.934 -950.934
10300 41200 131.939 -17.3252 -556.852 392.891 -949.743 -949.743
10325 41300 130.901 -37.2325 -563.133 389.799 -952.933 -952.933
10350 41400 129.735 -53.7336 -568.004 386.329 -954.333 -954.333
10375 41500 130.859 -93.3375 -572.158 389.677 -961.835 -961.835
10400 41600 124.523 -123.764 -592.816 370.808 -963.624 -963.624
10425 41700 123.045 -153.245 -601.893 366.407 -968.3 -968.3
10450 41800 129.962 -141.386 -580.991 387.005 -967.996 -967.996
10475 41900 129.423 -108.085 -575.896 385.401 -961.296 -961.296
10500 42000 127.711 -45.9556 -568.35 380.302 -948.652 -948.652
10525 42100 133.942 -27.6337 -551.071 398.856 -949.927 -949.927
10550 42200 133.341 -36.7724 -556.067 397.066 -953.133 -953.133
10575 42300 127.907 -54.6422 -574.307 380.885 -955.191 -955.191
10600 42400 127.007 -39.6532 -571.872 378.204 -950.076 -950.076
10625 42500 131.463 -47.7692 -561.333 391.473 -952.806 -952.806
10650 42600 133.242 -57.2197 -557.185 396.772 -953.958 -953.958
10675 42700 128.495 -86.8534 -575.457 382.635 -958.092 -958.092
10700 42800 123.265 -72.7918 -584.862 367.061 -951.924 -951.924
10725 42900 129.766 -77.6492 -569.449 386.42 -955.869 -955.869
10750 43000 130.039 -46.7765 -561.488 387.234 -948.722 -948.722
10775 43100 131.38 -40.7729 -557.612 391.226 -948.838 -948.838
10800 43200 129.22 -34.9437 -562.338 384.794 -947.132 -947.132
10825 43300 124.356 -52.3199 -578.43 370.312 -948.742 -948.742
10850 43400 127.281 -63.3968 -574.041 379.02 -953.061 -953.061
10875 43500 133.004 -27.4457 -552.557 396.063 -948.62 -948.62
10900 43600 130.283 19.7452 -549.679 387.96 -937.639 -937.639
10925 43700 131.777 -2.04862 -551.713 392.41 -944.123 -944.123
10950 43800 125.991 -44.424 -575.174 375.18 -950.354 -950.354
10975 43900 124.177 -67.0318 -583.834 369.777 -953.611 -953.611
11000 44000 130.055 -61.0951 -566.762 387.281 -954.042 -954.042
11025 44100 131.657 -55.1489 -560.081 392.052 -952.132 -952.132
11050 44200 128.533 -39.2965 -562.603 382.748 -945.351 -945.351
11075 44300 131.911 -64.3888 -558.735 392.809 -951.544 -951.544
11100 44400 135.355 -76.0407 -551.296 403.063 -954.358 -954.358
11125 44500 129.854 -100.534 -570.9 386.682 -957.582 -957.582
11150 44600 125.793 -99.1566 -581.376 374.591 -955.967 -955.967
11175 44700 131.079 -96.9121 -569.767 390.331 -960.098 -960.098
11200 44800 130.447 -27.3794 -556.771 388.449 -945.22 -945.22
11225 44900 137.007 -27.0241 -541.296 407.983 -949.279 -949.279
11250 45000 134.413 -23.057 -546.019 400.26 -946.278 -946.278
11275 45100 128.793 -78.4918 -571.312 383.524 -954.836 -954.836
11300 45200 127.161 -104.242 -577.59 378.663 -956.253 -956.253
11325 45300 131.475 -134.597 -570.553 391.509 -962.062 -962.062
11350 45400 133.6 -132.68 -562.604 397.837 -960.441 -960.441
11375 45500 130.603 -139.595 -572 388.915 -960.915 -960.915
11400 45600 123.788 -136.683 -589.329 368.62 -957.949 -957.949
11425 45700 129.962 -142.352 -576.32 387.003 -963.323 -963.323
11450 45800 131.41 -100.156 -565.239 391.315 -956.555 -956.555
11475 45900 129.679 -64.1746 -564.279 386.163 -950.441 -950.441
11500 46000 129.506 -51.6439 -563.574 385.648 -949.221 -949.221
11525 46100 130.991 -62.8347 -562.878 390.068 -952.945 -952.945
11550 46200 129.529 -68.4317 -566.116 385.715 -951.831 -951.831
11575 46300 125.834 -108.782 -582.821 374.712 -957.532 -957.532
11600 46400 124.386 -141.791 -592.646 370.4 -963.046 -963.046
11625 46500 131.539 -133.668 -574.774 391.699 -966.474 -966.474
11650 46600 129.424 -49.5237 -564.015 385.402 -949.417 -949.417
11675 46700 130.835 -4.65898 -553.026 389.604 -942.63 -942.63
11700 46800 134.036 16.4779 -541.241 399.137 -940.378 -940.378
11725 46900 136.159 7.65212 -537.179 405.459 -942.638 -942.638
11750 47000 129.97 -40.443 -563.262 387.029 -950.291 -950.291
11775 47100 125.952 -43.4943 -573.119 375.064 -948.183 -948.183
11800 47200 133.739 -91.2623 -562.681 398.252 -960.933 -960.933
11825 47300 131.948 -104.021 -568.423 392.92 -961.343 -961.343
11850 47400 125.151 -118.969 -588.337 372.677 -961.015 -961.015
11875 47500 128.446 -134.307 -582.805 382.489 -965.294 -965.294
11900 47600 129.923 -117.204 -574.273 386.888 -961.162 -961.162
11925 47700 129.431 -94.7669 -570.833 385.422 -956.255 -956.255
11950 47800 130.934 -91.4298 -567.044 389.901 -956.944 -956.944
11975 47900 131.143 -102.124 -570.741 390.521 -961.262 -961.262
12000 48000 120.243 -56.4617 -589.039 358.064 -947.103 -947.103
12025 48100 130.322 -69.9233 -568.3 388.076 -956.376 -956.376
12050 48200 129.885 -16.9143 -556.696 386.776 -943.473 -943.473
12075 48300 131.726 -24.1241 -553.002 392.257 -945.259 -945.259
12100 48400 131.636 -65.4435 -561.078 391.989 -953.068 -953.068
12125 48500 125.364 -90.2755 -581.881 373.313 -955.194 -955.194
12150 48600 126.271 -77.0906 -575.793 376.013 -951.806 -951.806
12175 48700 130.786 -74.31 -564.374 389.459 -953.834 -953.834
12200 48800 130.911 -67.3317 -563.722 389.83 -953.552 -953.552
12225 48900 129.28 -65.0032 -566.778 384.973 -951.751 -951.751
12250 49000 130.074 -101.443 -570.831 387.337 -958.168 -958.168
12275 49100 125.748 -121.106 -583.736 374.456 -958.191 -958.191
12300 49200 126.804 -119.096 -578.226 377.6 -955.826 -955.826
12325 49300 134.426 -122.004 -558.112 400.299 -958.411 -958.411
12350 49400 131.053 -107.229 -563.253 390.254 -953.507 -953.507
12375 49500 127.031 -95.0778 -574.337 378.277 -952.613 -952.613
12400 49600 127.723 -53.3835 -566.129 380.337 -946.466 -946.466
12425 49700 137.902 -44.9692 -538.982 410.648 -949.63 -949.63
12450 49800 132.699 -69.6038 -557.476 395.154 -952.63 -952.63
12475 49900 125.567 -60.9954 -572.338 373.916 -946.254 -946.254
12500 50000 130.477 -83.8978 -563.254 388.539 -951.793 -951.793
12525 50100 135.201 -100.968 -554.248 402.606 -956.854 -956.854
12550 50200 126.351 -87.8429 -575.995 376.251 -952.246 -952.246
12575 50300 123.745 -70.6767 -580.535 368.491 -949.026 -949.026
12600 50400 129.829 -76.7965 -567.435 386.608 -954.043 -954.043
12625 50500 130.003 -41.9469 -560.63 387.127 -947.757 -947.757
12650 50600 130.195 -3.63062 -552.697 387.7 -940.397 -940.397
12675 50700 135.542 4.33698 -537.848 403.621 -941.468 -941.468
12700 50800 135.405 -43.9618 -548.165 403.211 -951.376 -951.376
12725 50900 128.522 -98.1441 -574.854 382.717 -957.571 -957.571
12750 51000 128.343 -124.275 -579.13 382.183 -961.313 -961.313
12775 51100 127.398 -79.1117 -569.604 379.368 -948.972 -948.972
12800 51200 135.4 -85.4042 -551.922 403.199 -955.121 -955.121
12825 51300 130.312 -69.9577 -562.173 388.046 -950.219 -950.219
12850 51400 127.663 -70.0821 -569.669 380.158 -949.827 -949.827
12875 51500 130.777 -88.851 -566.621 389.431 -956.051 -956.051
12900 51600 130.81 -90.16 -567.836 389.531 -957.367 -957.367
12925 51700 126.587 -45.6101 -568.996 376.953 -945.949 -945.949
12950 51800 130.124 -18.6009 -553.864 387.488 -941.352 -941.352
12975 51900 136.699 -56.9891 -545.98 407.066 -953.045 -953.045
13000 52000 131.197 -48.8702 -557.729 390.681 -948.411 -948.411
13025 52100 128.772 -60.2793 -566.912 383.461 -950.373 -950.373
13050 52200 129.235 -84.0238 -571.326 384.84 -956.166 -956.166
13075 52300 128.904 -90.0887 -572.399 383.855 -956.253 -956.253
13100 52400 132.127 -100.823 -564.843 393.452 -958.295 -958.295
13125 52500 132.857 -108.676 -562.413 395.625 -958.038 -958.038
13150 52600 128.201 -135.065 -579.462 381.761 -961.223 -961.223
13175 52700 125.166 -138.863 -588.227 372.724 -960.951 -960.951
13200 52800 130.693 -118.95 -569.585 389.182 -958.767 -958.767
13225 52900 132.744 -93.8979 -558.009 395.289 -953.299 -953.299
13250 53000 131.783 -111.979 -565.693 392.428 -958.121 -958.121
13275 53100 128.088 -116.534 -576.248 381.425 -957.672 -957.672
13300 53200 129.365 -132.843 -575.471 385.226 -960.697 -960.697
13325 53300 134.928 -131.883 -562.405 401.792 -964.197 -964.197
13350 53400 130.075 -44.5725 -556.369 387.342 -943.71 -943.71
13375 53500 131.905 -42.103 -552.595 392.79 -945.386 -945.386
13400 53600 132.795 -79.3314 -559.189 395.44 -954.629 -954.629
13425 53700 125.138 -83.8815 -579.245 372.639 -951.884 -951.884
13450 53800 130.048 -116.118 -575.681 387.261 -962.942 -962.942
13475 53900 131.042 -74.8925 -564.917 390.22 -955.137 -955.137
13500 54000 138.818 -48.1715 -541.348 413.375 -954.723 -954.723
13525 54100 133.911 -45.1298 -554.672 398.765 -953.437 -953.437
13550 54200 125.926 -30.1908 -571.431 374.987 -946.419 -946.419
13575 54300 132.895 -72.7583 -564.439 395.738 -960.177 -960.177
13600 54400 129.613 -54.9756 -568.145 385.965 -954.11 -954.11
13625 54500 127.702 -74.4219 -576.323 380.275 -956.597 -956.597
13650 54600 130.095 -112.649 -577.973 387.4 -965.373 -965.373
13675 54700 128.32 -96.8517 -579.48 382.114 -961.594 -961.594
13700 54800 128.073 -41.7782 -569.796 381.379 -951.175 -951.175
13725 54900 132.79 -0.145648 -548.981 395.425 -944.406 -944.406
13750 55000 133.695 -16.1655 -549.576 398.121 -947.697 -947.697
13775 55100 130.139 -54.9152 -566.778 387.533 -954.31 -954.31
13800 55200 129.283 -74.8043 -573.425 384.984 -958.409 -958.409
13825 55300 130.178 -75.6133 -573.325 387.646 -960.972 -960.972
13850 55400 129.067 -46.1243 -572.614 384.339 -956.954 -956.954
13875 55500 130.932 -4.46634 -561.622 389.892 -951.514 -951.514
13900 55600 135.243 49.2904 -540.446 402.732 -943.178 -943.178
13925 55700 131.718 54.7348 -547.387 392.233 -939.621 -939.621
13950 55800 126.553 19.1625 -565.364 376.853 -942.217 -942.217
13975 55900 128.401 -10.7238 -564.261 382.356 -946.617 -946.617
14000 56000 127.802 4.85155 -558.244 380.572 -938.817 -938.817
14025 56100 135.362 -69.5065 -555.066 403.085 -958.152 -958.152
14050 56200 127.87 -74.1963 -573.249 380.776 -954.025 -954.025
14075 56300 127.423 -85.5869 -576.438 379.444 -955.882 -955.882
14100 56400 131.173 -96.1908 -569.345 390.61 -959.955 -959.955
14125 56500 127.316 -44.2802 -566.417 379.126 -945.542 -945.542
14150 56600 130.45 -50.2036 -559.099 388.456 -947.556 -947.556
14175 56700 131.188 -65.98 -559.873 390.655 -950.528 -950.528
14200 56800 129.318 -73.301 -564.791 385.088 -949.878 -949.878
14225 56900 129.824 -102.367 -568.355 386.593 -954.948 -954.948
14250 57000 129.99 -148.839 -577.322 387.089 -964.411 -964.411
14275 57100 125.39 -169.075 -594.165 373.39 -967.555 -967.555
14300 57200 123.807 -116.276 -587.375 368.677 -956.052 -956.052
14325 57300 131.399 -84.5458 -563.96 391.284 -955.244 -955.244
14350 57400 130.29 -47.7293 -561.887 387.981 -949.869 -949.869
14375 57500 129.69 -20.2532 -559.095 386.196 -945.291 -945.291
14400 57600 134.67 -35.6618 -551.149 401.023 -952.172 -952.172
14425 57700 127.715 -30.9601 -568.378 380.313 -948.69 -948.69
14450 57800 126.445 -57.8864 -579.395 376.533 -955.928 -955.928
14475 57900 130.106 -53.1289 -569.69 387.432 -957.122 -957.122
14500 58000 134.984 -31.4366 -551.964 401.96 -953.924 -953.924
14525 58100 139.819 -23.7307 -536.128 416.357 -952.485 -952.485
14550 58200 130.487 -56.3773 -565.109 388.568 -953.677 -953.677
14575 58300 127.589 -87.1986 -577.681 379.938 -957.619 -957.619
14600 58400 129.324 -94.8283 -574.144 385.105 -959.25 -959.25
14625 58500 131.043 -57.15 -561.703 390.223 -951.926 -951.926
14650 58600 134.971 -45.5955 -551.485 401.919 -953.404 -953.404
14675 58700 129.553 -64.9542 -571.928 385.787 -957.715 -957.715
14700 58800 125.466 -68.4581 -583.511 373.615 -957.126 -957.126
14725 58900 130.716 -80.9311 -571.695 389.249 -960.944 -960.944
14750 59000 133.969 -100.803 -566.769 398.936 -965.705 -965.705
14775 59100 126.689 -104.448 -586.818 377.257 -964.075 -964.075
14800 59200 122.487 -90.1738 -594.525 364.746 -959.271 -959.271
14825 59300 128.989 -100.147 -580.49 384.106 -964.596 -964.596
14850 59400 130.614 -91.0683 -574.203 388.948 -963.15 -963.15
14875 59500 130.93 -79.9464 -571.882 389.887 -961.769 -961.769
14900 59600 129.543 -80.947 -576.283 385.758 -962.041 -962.041
14925 59700 125.697 -79.5372 -585.216 374.306 -959.521 -959.521
14950 59800 129.995 -83.689 -574.85 387.102 -961.952 -961.952
14975 59900 134.362 -65.8535 -560.402 400.108 -960.51 -960.51
15000 60000 126.524 -7.63154 -567.453 376.768 -944.22 -944.22
15025 60100 130.892 -31.2574 -562.328 389.773 -952.101 -952.101
15050 60200 137.299 -39.7274 -547.512 408.854 -956.365 -956.365
15075 60300 128.991 -32.1744 -567.361 384.114 -951.475 -951.475
15100 60400 126.256 -30.8793 -574.074 375.97 -950.044 -950.044
15125 60500 132.634 -57.7837 -564.105 394.961 -959.066 -959.066
15150 60600 128.966 -19.5822 -564.29 384.038 -948.328 -948.328
15175 60700 129.826 -42.1245 -568.332 386.599 -954.932 -954.932
15200 60800 126.571 -44.2916 -576.069 376.906 -952.975 -952.975
15225 60900 129.944 -51.1232 -568.725 386.952 -955.677 -955.677
15250 61000 133.722 -41.5392 -556.972 398.202 -955.174 -955.174
15275 61100 129.564 -23.8718 -563.852 385.821 -949.672 -949.672
15300 61200 125.72 -54.122 -581.419 374.373 -955.792 -955.792
15325 61300 125.053 -47.806 -581.476 372.386 -953.862 -953.862
15350 61400 133.821 -20.8035 -552.327 398.497 -950.823 -950.823
15375 61500 135.188 -65.9578 -557.92 402.568 -960.488 -960.488
15400 61600 127.338 -73.0529 -579.049 379.191 -958.24 -958.24
15425 61700 126.02 -45.2424 -576.752 375.266 -952.018 -952.018
15450 61800 132.342 -35.7432 -558.968 394.092 -953.06 -953.06
15475 61900 132.403 -36.0746 -559.029 394.273 -953.302 -953.302
15500 62000 129.743 -46.0456 -567.646 386.353 -953.999 -953.999
15525 62100 129.998 -67.9854 -571.035 387.112 -958.146 -958.146
15550 62200 129.788 -72.9142 -572.448 386.486 -958.934 -958.934
15575 62300 129.206 -60.7225 -570.707 384.752 -955.46 -955.46
15600 62400 132.138 -84.6996 -568.886 393.486 -962.371 -962.371
15625 62500 128.463 -94.1315 -580.279 382.54 -962.82 -962.82
15650 62600 121.72 -100.342 -599.451 362.46 -961.911 -961.911
15675 62700 125.817 -56.7765 -579.83 374.662 -954.492 -954.492
15700 62800 133.82 -56.2666 -562.135 398.492 -960.627 -960.627
15725 62900 130.603 -45.1817 -569.333 388.915 -958.247 -958.247
15750 63000 127.463 -67.632 -583.103 379.562 -962.665 -962.665
15775 63100 127.608 -72.8935 -584.24 379.996 -964.236 -964.236
15800 63200 131.907 -35.4879 -565.14 392.796 -957.936 -957.936
15825 63300 134.771 -14.0543 -553.019 401.326 -954.345 -954.345
15850 63400 129.926 -36.9341 -569.453 386.898 -956.35 -956.35
15875 63500 125.849 -60.0141 -583.612 374.757 -958.369 -958.369
15900 63600 130.075 -85.3822 -576.913 387.342 -964.255 -964.255
15925 63700 131.028 -81.829 -571.341 390.179 -961.52 -961.52
15950 63800 131.529 -96.6209 -571.589 391.67 -963.258 -963.258
15975 63900 126.362 -96.9067 -583.186 376.284 -959.469 -959.469
16000 64000 125.863 -99.3514 -584.517 374.798 -959.315 -959.315
16025 64100 135.306 -99.3482 -562.143 402.918 -965.061 -965.061
16050 64200 130.373 -51.9352 -564.869 388.23 -953.099 -953.099
16075 64300 128.849 -68.2371 -573.477 383.69 -957.167 -957.167
16100 64400 125.327 -82.2489 -586.017 373.201 -959.218 -959.218
16125 64500 122.467 -85.5643 -596.15 364.686 -960.836 -960.836
16150 64600 130.585 -62.2838 -572.348 388.86 -961.208 -961.208
16175 64700 132.105 -40.2219 -564.476 393.387 -957.863 -957.863
16200 64800 129.434 -32.7689 -568.893 385.432 -954.325 -954.325
16225 64900 129.7 -67.1192 -575.222 386.224 -961.446 -961.446
16250 65000 123.07 -60.1726 -589.738 366.48 -956.218 -956.218
16275 65100 128.422 -58.3778 -575.706 382.419 -958.125 -958.125
16300 65200 133.561 -50.7193 -560.051 397.723 -957.774 -957.774
16325 65300 132.03 -75.2084 -568.711 393.163 -961.874 -961.874
16350 65400 128.662 -109.629 -584.312 383.134 -967.446 -967.446
16375 65500 126.528 -95.0436 -586.278 376.78 -963.058 -963.058
16400 65600 129.725 -86.81 -576.862 386.3 -963.162 -963.162
16425 65700 131.212 -91.3747 -574.79 390.727 -965.517 -965.517
16450 65800 126.271 -41.5912 -575.179 376.015 -951.194 -951.194
16475 65900 133.466 -46.4896 -558.257 397.438 -955.695 -955.695
16500 66000 135.551 -49.779 -553.447 403.648 -957.094 -957.094
16525 66100 125.475 -80.7908 -586.636 373.643 -960.28 -960.28
16550 66200 127.162 -82.385 -582.955 378.668 -961.623 -961.623
16575 66300 133.256 -88 -569.315 396.814 -966.13 -966.13
16600 66400 129.585 -53.6541 -570.499 385.881 -956.38 -956.38
16625 66500 127.73 -47.7068 -573.244 380.359 -953.603 -953.603
16650 66600 131.449 -37.221 -559.615 391.432 -951.047 -951.047
16675 66700 135.803 -37.5119 -547.17 404.398 -951.568 -951.568
16700 66800 127.947 -32.5742 -565.129 381.005 -946.133 -946.133
16725 66900 127.809 -63.6099 -572.774 380.593 -953.367 -953.367
16750 67000 131.198 -86.0461 -569.11 390.684 -959.794 -959.794
16775 67100 130.286 -87.0293 -571.332 387.97 -959.302 -959.302
16800 67200 128.721 -80.1264 -573.379 383.31 -956.688 -956.688
16825 67300 131.421 -103.54 -570.925 391.35 -962.275 -962.275
16850 67400 128.604 -104.212 -577.888 382.959 -960.848 -960.848
16875 67500 117.172 -79.8661 -600.499 348.918 -949.418 -949.418
16900 67600 128.657 -99.1074 -575.763 383.12 -958.883 -958.883
16925 67700 132.587 -91.2655 -563.444 394.823 -958.267 -958.267
16950 67800 130.988 -81.2692 -567.613 390.059 -957.672 -957.672
16975 67900 123.985 -40.6551 -578.138 369.208 -947.345 -947.345
17000 68000 133.934 -68.6013 -561.154 398.832 -959.986 -959.986
17025 68100 135.121 -52.8537 -554.972 402.366 -957.338 -957.338
17050 68200 128.417 -51.4042 -572.798 382.402 -955.201 -955.201
17075 68300 129.583 -66.5623 -574.021 385.876 -959.897 -959.897
17100 68400 129.562 -60.5332 -572.971 385.812 -958.783 -958.783
17125 68500 128.927 -35.2762 -568.029 383.922 -951.95 -951.95
17150 68600 136.715 -47.9221 -549.407 407.113 -956.52 -956.52
17175 68700 134.625 -84.4417 -561.041 400.889 -961.93 -961.93
17200 68800 127.475 -106.826 -582.939 379.597 -962.537 -962.537
17225 68900 128.092 -105.494 -578.735 381.437 -960.172 -960.172
17250 69000 134.209 -126.225 -566.2 399.653 -965.853 -965.853
17275 69100 130.231 -107.32 -570.735 387.804 -958.54 -958.54
17300 69200 123.747 -114.697 -588.763 368.496 -957.259 -957.259
17325 69300 125.349 -110.678 -581.989 373.267 -955.256 -955.256
17350 69400 134.395 -116.698 -558.896 400.206 -959.102 -959.102
17375 69500 129.543 -99.0042 -566.58 385.757 -952.338 -952.338
17400 69600 126.471 -85.5007 -572.223 376.609 -948.833 -948.833
17425 69700 131.967 -72.0803 -556.573 392.975 -949.547 -949.547
17450 69800 136.3 -53.705 -543.931 405.877 -949.809 -949.809
17475 69900 126.863 -29.8057 -565.107 377.777 -942.884 -942.884
17500 70000 128.308 -55.2703 -570.194 382.081 -952.275 -952.275
17525 70100 130.375 -57.1785 -566.33 388.235 -954.564 -954.564
17550 70200 130.221 -40.1699 -564.185 387.775 -951.96 -951.96
17575 70300 129.26 -9.87828 -559.92 384.913 -944.834 -944.834
17600 70400 136.317 -30.1074 -547.81 405.929 -953.739 -953.739
17625 70500 129.201 -14.8263 -562.64 384.739 -947.379 -947.379
17650 70600 127.475 -58.7941 -577.636 379.598 -957.234 -957.234
17675 70700 129.954 -83.0853 -575.943 386.98 -962.924 -962.924
17700 70800 131.368 -72.1075 -568.72 391.193 -959.913 -959.913
17725 70900 133.913 -13.4016 -548.759 398.771 -947.53 -947.53
17750 71000 134.744 0.0879457 -545.088 401.245 -946.333 -946.333
17775 71100 127.736 -12.0254 -566.36 380.375 -946.735 -946.735
17800 71200 125.841 -5.62463 -568.508 374.732 -943.24 -943.24
17825 71300 133.152 -46.2494 -556.774 396.503 -953.277 -953.277
17850 71400 132.178 -73.7039 -562.356 393.604 -955.96 -955.96
17875 71500 129.874 -85.3065 -570.569 386.743 -957.311 -957.311
17900 71600 127.398 -65.6212 -572.147 379.369 -951.516 -951.516
17925 71700 132.254 -81.0679 -563.254 393.831 -957.085 -957.085
17950 71800 133.843 -57.0516 -552.374 398.561 -950.936 -950.936
17975 71900 135.728 -56.9181 -547.987 404.174 -952.161 -952.161
18000 72000 124.688 -25.9252 -568.114 371.3 -939.414 -939.414
18025 72100 129.216 -55.0418 -562.946 384.784 -947.73 -947.73
18050 72200 133.629 -56.7761 -551.395 397.924 -949.319 -949.319
18075 72300 129.17 -49.7039 -561.667 384.645 -946.312 -946.312
18100 72400 122.266 -71.2988 -584.691 364.088 -948.779 -948.779
18125 72500 128.598 -93.6925 -573.86 382.942 -956.802 -956.802
18150 72600 132.42 -97.8996 -566 394.323 -960.324 -960.324
18175 72700 128.806 -65.0961 -569.839 383.563 -953.402 -953.402
18200 72800 130.463 -69.7324 -569.622 388.498 -958.119 -958.119
18225 72900 129.434 -54.2206 -569.975 385.432 -955.406 -955.406
18250 73000 128.998 -46.501 -569.787 384.133 -953.92 -953.92
18275 73100 130.979 -38.8341 -561.917 390.033 -951.95 -951.95
18300 73200 131.582 -23.8426 -553.381 391.83 -945.211 -945.211
18325 73300 135.227 -70.0436 -551.434 402.682 -954.116 -954.116
18350 73400 128.189 -119.237 -578.853 381.726 -960.579 -960.579
18375 73500 127.286 -131.578 -583.093 379.037 -962.13 -962.13
18400 73600 130.688 -122.751 -572.192 389.167 -961.359 -961.359
18425 73700 131.42 -81.4407 -560.673 391.346 -952.019 -952.019
18450 73800 136.035 -79.6602 -549.462 405.089 -954.551 -954.551
18475 73900 131.235 -87.6805 -565.398 390.796 -956.194 -956.194
18500 74000 124.268 -67.7268 -581.763 370.05 -951.813 -951.813
18525 74100 127.288 -21.5508 -565.543 379.043 -944.587 -944.587
18550 74200 133.58 -23.7918 -550.655 397.779 -948.434 -948.434
18575 74300 131.405 -35.9144 -558.647 391.301 -949.948 -949.948
18600 74400 126.908 -49.1856 -571.751 377.91 -949.661 -949.661
18625 74500 129.725 -73.2564 -569.416 386.299 -955.715 -955.715
18650 74600 137.65 -52.2714 -545.564 409.897 -955.461 -955.461
18675 74700 133.613 2.05795 -543.669 397.877 -941.546 -941.546
18700 74800 129.568 -48.0767 -565.821 385.833 -951.654 -951.654
18725 74900 129.97 -90.9054 -573.535 387.028 -960.563 -960.563
18750 75000 129.942 -109.514 -576.887 386.945 -963.832 -963.832
18775 75100 127.077 -76.5978 -577.091 378.415 -955.506 -955.506
18800 75200 134.797 -39.0365 -550.622 401.401 -952.023 -952.023
18825 75300 135.935 -28.1277 -546.371 404.791 -951.162 -951.162
18850 75400 132.579 -71.2359 -565.689 394.798 -960.487 -960.487
18875 75500 128.47 -73.5063 -577.393 382.561 -959.954 -959.954
18900 75600 128.863 -74.1495 -576.831 383.731 -960.562 -960.562
18925 75700 133.657 -83.4426 -567.127 398.007 -965.134 -965.134
18950 75800 131.253 -52.8817 -566.612 390.85 -957.462 -957.462
18975 75900 125.871 -59.0271 -581.876 374.822 -956.697 -956.697
19000 76000 127.906 -86.5248 -582.106 380.882 -962.988 -962.988
19025 76100 135.496 -106.014 -566.17 403.483 -969.654 -969.654
19050 76200 131.184 -94.2336 -573.748 390.644 -964.392 -964.392
19075 76300 122.161 -88.1786 -594.671 363.776 -958.447 -958.447
19100 76400 128.436 -102.71 -580.937 382.459 -963.396 -963.396
19125 76500 130.054 -86.6487 -572.239 387.279 -959.519 -959.519
19150 76600 127.401 -23.7682 -564.865 379.379 -944.244 -944.244
19175 76700 135.015 -27.1255 -547.6 402.051 -949.651 -949.651
19200 76800 133.554 -41.187 -554.384 397.7 -952.084 -952.084
19225 76900 131.697 -74.2215 -566.561 392.173 -958.734 -958.734
19250 77000 130.228 -86.1225 -573.771 387.797 -961.568 -961.568
19275 77100 126.089 -58.7997 -581.262 375.473 -956.735 -956.735
19300 77200 128.11 -10.6044 -567.105 381.491 -948.596 -948.596
19325 77300 135.781 -34.3418 -551.781 404.331 -956.112 -956.112
19350 77400 131.321 -62.6173 -566.902 391.052 -957.954 -957.954
19375 77500 126.548 -60.6145 -576.241 376.838 -953.078 -953.078
19400 77600 131.136 -89.3238 -569.503 390.499 -960.002 -960.002
19425 77700 134.219 -114.377 -567.719 399.682 -967.4 -967.4
19450 77800 121.435 -83.0166 -595.453 361.612 -957.065 -957.065
19475 77900 124.029 -47.1587 -582.642 369.336 -951.978 -951.978
19500 78000 133.039 -67.6007 -563.533 396.166 -959.7 -959.7
19525 78100 132.122 -82.0997 -568.033 393.436 -961.47 -961.47
19550 78200 127.512 -97.9067 -583.82 379.708 -963.528 -963.528
19575 78300 127.333 -95.7559 -586.008 379.175 -965.183 -965.183
19600 78400 131.194 -33.5527 -563.23 390.673 -953.903 -953.903
19625 78500 136.03 -28.4811 -550.49 405.074 -955.564 -955.564
19650 78600 129.96 -29.101 -566.655 386.999 -953.654 -953.654
19675 78700 127.056 -23.9527 -573.067 378.351 -951.418 -951.418
19700 78800 131 -35.4994 -564.608 390.095 -954.702 -954.702
19725 78900 133.912 -24.0196 -554.04 398.766 -952.806 -952.806
19750 79000 134.396 -7.69362 -548.871 400.207 -949.078 -949.078
19775 79100 129.627 -40.0701 -567.957 386.008 -953.965 -953.965
19800 79200 126.859 -66.1803 -580.297 377.765 -958.061 -958.061
19825 79300 129.827 -72.7099 -574.484 386.604 -961.088 -961.088
19850 79400 133.474 -40.7476 -558.311 397.464 -955.775 -955.775
19875 79500 137.173 -29.028 -546.148 408.478 -954.626 -954.626
19900 79600 130.494 -83.5301 -575.269 388.587 -963.857 -963.857
19925 79700 125.867 -84.8591 -586.409 374.811 -961.22 -961.22
19950 79800 129.743 -73.4918 -573.07 386.351 -959.421 -959.421
19975 79900 133.579 -67.5209 -561.874 397.776 -959.65 -959.65
20000 80000 129.226 -56.7947 -571.376 384.814 -956.19 -956.19
